tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	db_xref	exception	experiment	gbkey	gene	gene_biotype	inference	locus_tag	product	protein_id	transcript_biotype
XM_062073350.1	LOC107997013	NC_083854.1	+	10	2290	1104	596	590	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929334.1	mRNA
XM_062073341.1	LOC107997013	NC_083854.1	+	10	2139	1170	462	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929325.1	mRNA
XM_062073348.1	LOC107997013	NC_083854.1	+	10	2284	1170	607	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929332.1	mRNA
XM_062073349.1	LOC107997013	NC_083854.1	+	10	2150	1170	473	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929333.1	mRNA
XM_062073347.1	LOC107997013	NC_083854.1	+	11	2288	1170	611	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929331.1	mRNA
XM_062073351.1	LOC107997013	NC_083854.1	+	9	1828	924	397	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929335.1	mRNA
XR_009829314.1	LOC133665874	NC_083854.1	-	2	553	0	0	0	GeneID:133665874		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665874	lncRNA					lnc_RNA
XM_028664170.2	LOC107992513	NC_083854.1	-	2	743	294	125	324	GeneID:107992513		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992513	protein_coding				XP_028519971.1	mRNA
XR_001764915.3	LOC107992511	NC_083854.1	+	2	6962	0	0	0	GeneID:107992511		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992511	lncRNA					lnc_RNA
XM_062073360.1	LOC133665875	NC_083854.1	+	1	1510	615	311	584	GeneID:133665875		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC133665875	protein_coding				XP_061929344.1	mRNA
XM_017048457.3	LOC107992523	NC_083854.1	+	9	5244	4815	142	287	GeneID:107992523		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992523	protein_coding				XP_016903946.2	mRNA
XM_028664167.2	LOC107992518	NC_083854.1	-	8	3441	1188	1028	1225	GeneID:107992518		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992518	protein_coding				XP_028519968.1	mRNA
XM_062073358.1	LOC107992518	NC_083854.1	-	7	3302	1188	889	1225	GeneID:107992518		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992518	protein_coding				XP_061929342.1	mRNA
XM_017048452.3	LOC107992518	NC_083854.1	-	8	3556	1188	1143	1225	GeneID:107992518		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992518	protein_coding				XP_016903941.1	mRNA
XM_062073357.1	LOC107992518	NC_083854.1	-	7	3489	1188	1076	1225	GeneID:107992518		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992518	protein_coding				XP_061929341.1	mRNA
XR_009829315.1	LOC133665876	NC_083854.1	+	2	884	0	0	0	GeneID:133665876		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665876	lncRNA					lnc_RNA
XR_009829316.1	LOC133665877	NC_083854.1	+	2	842	0	0	0	GeneID:133665877		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665877	lncRNA					lnc_RNA
XM_017048456.3	LOC107992521	NC_083854.1	-	6	3139	936	285	1918	GeneID:107992521		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992521	protein_coding				XP_016903945.1	mRNA
XM_017048455.3	LOC107992521	NC_083854.1	-	6	3381	939	524	1918	GeneID:107992521		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992521	protein_coding				XP_016903944.1	mRNA
XM_017048451.3	LOC107992517	NC_083854.1	+	3	943	534	292	117	GeneID:107992517		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992517	protein_coding				XP_016903940.1	mRNA
XM_062073355.1	LOC107992516	NC_083854.1	-	16	6367	4995	10	1362	GeneID:107992516		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992516	protein_coding				XP_061929339.1	mRNA
XM_062073356.1	LOC107992516	NC_083854.1	-	16	6615	4890	363	1362	GeneID:107992516		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992516	protein_coding				XP_061929340.1	mRNA
XM_028664168.2	LOC107992516	NC_083854.1	-	16	7043	4890	791	1362	GeneID:107992516		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992516	protein_coding				XP_028519969.2	mRNA
XM_062073359.1	LOC107997131	NC_083854.1	-	2	3771	1044	0	2727	GeneID:107997131		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997131	protein_coding				XP_061929343.1	mRNA
XM_017055566.3	LOC107997132	NC_083854.1	+	3	1244	693	11	540	GeneID:107997132		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997132	protein_coding				XP_016911055.1	mRNA
XM_017055574.2	LOC107997140	NC_083854.1	+	3	1294	813	88	393	GeneID:107997140		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997140	protein_coding				XP_016911063.1	mRNA
XM_062073369.1	LOC107997120	NC_083854.1	+	7	2904	1323	1502	79	GeneID:107997120		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997120	protein_coding				XP_061929353.1	mRNA
XM_062073370.1	LOC107997120	NC_083854.1	+	6	2680	1143	1458	79	GeneID:107997120		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997120	protein_coding				XP_061929354.1	mRNA
XM_062073367.1	LOC107997120	NC_083854.1	+	7	2194	1323	792	79	GeneID:107997120		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997120	protein_coding				XP_061929351.1	mRNA
XM_062073368.1	LOC107997120	NC_083854.1	+	7	1921	1323	519	79	GeneID:107997120		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997120	protein_coding				XP_061929352.1	mRNA
XM_062073361.1	LOC107997119	NC_083854.1	+	6	3073	2097	227	749	GeneID:107997119		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997119	protein_coding				XP_061929345.1	mRNA
XM_062073363.1	LOC107997119	NC_083854.1	+	7	2992	2097	227	668	GeneID:107997119		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997119	protein_coding				XP_061929347.1	mRNA
XM_017055365.3	LOC107997026	NC_083854.1	+	5	2132	1125	941	66	GeneID:107997026		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997026	protein_coding				XP_016910854.2	mRNA
XM_062073375.1	LOC107997042	NC_083854.1	-	7	884	567	164	153	GeneID:107997042		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997042	protein_coding				XP_061929359.1	mRNA
XM_028666334.2	LOC107997042	NC_083854.1	-	8	811	513	162	136	GeneID:107997042		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997042	protein_coding				XP_028522135.1	mRNA
XM_017055383.3	LOC107997042	NC_083854.1	-	8	818	522	160	136	GeneID:107997042		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997042	protein_coding				XP_016910872.1	mRNA
XM_062073374.1	LOC107997042	NC_083854.1	-	7	889	576	160	153	GeneID:107997042		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997042	protein_coding				XP_061929358.1	mRNA
XM_028666335.2	LOC107997042	NC_083854.1	-	8	819	501	157	161	GeneID:107997042		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997042	protein_coding				XP_028522136.1	mRNA
XM_062073377.1	LOC107997117	NC_083854.1	-	6	2375	1863	3	509	GeneID:107997117		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997117	protein_coding				XP_061929361.1	mRNA
XM_017055537.3	LOC107997118	NC_083854.1	+	2	1292	513	575	204	GeneID:107997118		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997118	protein_coding				XP_016911026.1	mRNA
XM_017055532.3	LOC107997116	NC_083854.1	-	6	2781	1716	768	297	GeneID:107997116		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997116	protein_coding				XP_016911021.1	mRNA
XM_062073364.1	LOC107997116	NC_083854.1	-	6	2800	1767	768	265	GeneID:107997116		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997116	protein_coding				XP_061929348.1	mRNA
XM_017055534.3	LOC107997116	NC_083854.1	-	6	3159	1701	1161	297	GeneID:107997116		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997116	protein_coding				XP_016911023.1	mRNA
XM_062073365.1	LOC107997116	NC_083854.1	-	6	3178	1752	1161	265	GeneID:107997116		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997116	protein_coding				XP_061929349.1	mRNA
XM_017055531.3	LOC107997115	NC_083854.1	-	4	516	411	0	105	GeneID:107997115		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997115	protein_coding				XP_016911020.1	mRNA
XM_017055530.3	LOC107997115	NC_083854.1	-	4	522	417	0	105	GeneID:107997115		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997115	protein_coding				XP_016911019.1	mRNA
XM_062073376.1	LOC107997115	NC_083854.1	-	3	921	522	0	399	GeneID:107997115		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997115	protein_coding				XP_061929360.1	mRNA
XM_017055529.3	LOC107997113	NC_083854.1	+	4	1799	1044	223	532	GeneID:107997113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997113	protein_coding				XP_016911018.1	mRNA
XM_062073373.1	LOC107997113	NC_083854.1	+	4	1779	1044	203	532	GeneID:107997113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997113	protein_coding				XP_061929357.1	mRNA
XM_017055527.3	LOC107997112	NC_083854.1	-	9	3514	2388	417	709	GeneID:107997112		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997112	protein_coding				XP_016911016.1	mRNA
XM_017055375.3	LOC107997036	NC_083854.1	+	7	3080	1146	145	1789	GeneID:107997036		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997036	protein_coding				XP_016910864.2	mRNA
XM_062073372.1	LOC107997036	NC_083854.1	+	7	1584	1119	145	320	GeneID:107997036		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997036	protein_coding				XP_061929356.1	mRNA
XM_062073371.1	LOC107997036	NC_083854.1	+	7	1594	1146	128	320	GeneID:107997036		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997036	protein_coding				XP_061929355.1	mRNA
XR_009829007.1	LOC114577433	NC_083854.1	+	3	1319	0	0	0	GeneID:114577433			ncRNA	LOC114577433	lncRNA					lnc_RNA
XR_009829001.1	LOC133665756	NC_083854.1	+	2	1708	0	0	0	GeneID:133665756		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665756	lncRNA					lnc_RNA
XR_001765934.3	LOC107997128	NC_083854.1	+	4	1943	0	0	0	GeneID:107997128			ncRNA	LOC107997128	lncRNA			uncharacterized LOC107997128		lnc_RNA
XR_009829320.1	LOC107997127	NC_083854.1	-	2	10914	0	0	0	GeneID:107997127		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997127	lncRNA					lnc_RNA
XR_009829318.1	LOC114577426	NC_083854.1	+	3	3505	0	0	0	GeneID:114577426			ncRNA	LOC114577426	lncRNA			uncharacterized LOC114577426		lnc_RNA
XR_009829317.1	LOC133665878	NC_083854.1	-	3	1463	0	0	0	GeneID:133665878		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665878	lncRNA					lnc_RNA
XR_009829004.1	LOC133665759	NC_083854.1	+	2	1259	0	0	0	GeneID:133665759		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665759	lncRNA					lnc_RNA
XR_009829319.1	LOC133665879	NC_083854.1	-	3	860	0	0	0	GeneID:133665879			ncRNA	LOC133665879	lncRNA			uncharacterized LOC133665879		lnc_RNA
XM_017055360.3	LOC107997021	NC_083854.1	+	7	1916	1389	131	396	GeneID:107997021		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997021	protein_coding				XP_016910849.2	mRNA
XM_028666352.2	LOC107997021	NC_083854.1	+	7	1908	1233	279	396	GeneID:107997021		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997021	protein_coding				XP_028522153.2	mRNA
XM_017055361.3	LOC107997021	NC_083854.1	+	6	1699	1122	181	396	GeneID:107997021		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997021	protein_coding				XP_016910850.2	mRNA
XM_062073378.1	LOC107997021	NC_083854.1	+	6	1783	1173	214	396	GeneID:107997021		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997021	protein_coding				XP_061929362.1	mRNA
XM_017055362.3	LOC107997022	NC_083854.1	-	2	681	549	11	121	GeneID:107997022		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997022	protein_coding				XP_016910851.1	mRNA
XM_017055366.3	LOC107997027	NC_083854.1	+	2	1181	687	120	374	GeneID:107997027		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997027	protein_coding				XP_016910855.1	mRNA
XM_017055368.3	LOC107997028	NC_083854.1	-	4	2970	825	547	1598	GeneID:107997028		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997028	protein_coding				XP_016910857.1	mRNA
XM_062073380.1	LOC114577427	NC_083854.1	+	6	6171	5319	581	271	GeneID:114577427			mRNA	LOC114577427	protein_coding				XP_061929364.1	mRNA
XM_062073381.1	LOC114577427	NC_083854.1	+	6	5963	5319	373	271	GeneID:114577427			mRNA	LOC114577427	protein_coding				XP_061929365.1	mRNA
XM_062073383.1	LOC114577427	NC_083854.1	+	10	5345	4482	351	512	GeneID:114577427		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114577427	protein_coding				XP_061929367.1	mRNA
XM_062073382.1	LOC114577427	NC_083854.1	+	10	5552	4482	558	512	GeneID:114577427		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114577427	protein_coding				XP_061929366.1	mRNA
XM_062073386.1	LOC107997138	NC_083854.1	-	5	5509	1332	1669	2508	GeneID:107997138		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997138	protein_coding				XP_061929370.1	mRNA
XM_062073385.1	LOC107997138	NC_083854.1	-	5	7910	1332	4070	2508	GeneID:107997138		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997138	protein_coding				XP_061929369.1	mRNA
XR_009829322.1	LOC133665880	NC_083854.1	+	2	1347	0	0	0	GeneID:133665880		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665880	lncRNA					lnc_RNA
XR_009829321.1	LOC133665880	NC_083854.1	+	2	1298	0	0	0	GeneID:133665880		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665880	lncRNA					lnc_RNA
XM_028666358.2	LOC107997047	NC_083854.1	-	2	2734	1725	151	858	GeneID:107997047		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997047	protein_coding			myb-like protein X	XP_028522159.2	mRNA
XM_062073384.1	LOC108002334	NC_083854.1	+	3	5001	2205	258	2538	GeneID:108002334		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108002334	protein_coding				XP_061929368.1	mRNA
XM_028666357.2	LOC107997030	NC_083854.1	-	11	3977	1254	1764	959	GeneID:107997030		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997030	protein_coding				XP_028522158.1	mRNA
XM_017055382.3	LOC107997041	NC_083854.1	+	3	2453	2115	185	153	GeneID:107997041		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997041	protein_coding				XP_016910871.2	mRNA
XM_017055378.3	LOC107997038	NC_083854.1	-	3	1562	645	165	752	GeneID:107997038		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997038	protein_coding				XP_016910867.1	mRNA
XM_062073391.1	LOC107997089	NC_083854.1	-	18	9876	6396	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_061929375.1	mRNA
XM_062073390.1	LOC107997089	NC_083854.1	-	19	9963	6483	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_061929374.1	mRNA
XM_017055485.3	LOC107997089	NC_083854.1	-	20	9996	6516	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910974.1	mRNA
XM_017055484.3	LOC107997089	NC_083854.1	-	20	10002	6522	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910973.1	mRNA
XM_017055481.3	LOC107997089	NC_083854.1	-	21	10125	6645	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910970.1	mRNA
XM_062073388.1	LOC107997089	NC_083854.1	-	19	10011	6531	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_061929372.1	mRNA
XM_017055482.3	LOC107997089	NC_083854.1	-	20	10098	6618	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910971.1	mRNA
XM_017055483.3	LOC107997089	NC_083854.1	-	20	10044	6564	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910972.1	mRNA
XM_017055480.3	LOC107997089	NC_083854.1	-	21	10131	6651	323	3157	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910969.1	mRNA
XM_017055486.3	LOC107997089	NC_083854.1	-	21	10089	6513	323	3253	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_016910975.1	mRNA
XM_062073389.1	LOC107997089	NC_083854.1	-	21	10092	6516	323	3253	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_061929373.1	mRNA
XM_017055487.3	LOC107997089	NC_083854.1	-	21	6944	6513	323	108	GeneID:107997089			mRNA	LOC107997089	protein_coding				XP_016910976.1	mRNA
XM_062073392.1	LOC107997089	NC_083854.1	-	19	6544	6051	323	170	GeneID:107997089			mRNA	LOC107997089	protein_coding				XP_061929376.1	mRNA
XM_062073387.1	LOC107997089	NC_083854.1	-	16	7229	6630	323	276	GeneID:107997089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997089	protein_coding				XP_061929371.1	mRNA
XM_017055369.3	LOC107997029	NC_083854.1	+	5	1656	642	189	825	GeneID:107997029		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997029	protein_coding				XP_016910858.1	mRNA
XM_062073394.1	LOC107997015	NC_083854.1	-	7	1164	1029	118	17	GeneID:107997015		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997015	protein_coding				XP_061929378.1	mRNA
XM_062073393.1	LOC107997025	NC_083854.1	-	9	1841	1572	160	109	GeneID:107997025		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997025	protein_coding				XP_061929377.1	mRNA
XM_017055364.3	LOC107997025	NC_083854.1	-	9	1850	1581	160	109	GeneID:107997025		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997025	protein_coding				XP_016910853.1	mRNA
XM_062073209.1	LOC107997016	NC_083854.1	-	3	2878	669	1289	920	GeneID:107997016		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997016	protein_coding				XP_061929193.1	mRNA
XR_009829323.1	LOC107997143	NC_083854.1	+	5	5681	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829324.1	LOC107997143	NC_083854.1	+	6	5603	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829325.1	LOC107997143	NC_083854.1	+	7	5527	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829329.1	LOC107997143	NC_083854.1	+	5	5778	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829326.1	LOC107997143	NC_083854.1	+	6	5594	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829327.1	LOC107997143	NC_083854.1	+	6	3690	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XR_009829328.1	LOC107997143	NC_083854.1	+	7	3612	0	0	0	GeneID:107997143		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107997143	lncRNA					lnc_RNA
XM_062072166.1	LOC107997111	NC_083854.1	-	9	1424	1245	0	179	GeneID:107997111			mRNA	LOC107997111	protein_coding				XP_061928150.1	mRNA
XM_017055525.3	LOC107997110	NC_083854.1	+	5	2580	1899	69	612	GeneID:107997110		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997110	protein_coding				XP_016911014.1	mRNA
XM_017055524.3	LOC107997109	NC_083854.1	+	8	3510	2295	144	1071	GeneID:107997109		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997109	protein_coding				XP_016911013.1	mRNA
XM_017055571.3	LOC107997136	NC_083854.1	+	12	6030	3843	599	1588	GeneID:107997136		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997136	protein_coding				XP_016911060.1	mRNA
XR_009829281.1	LOC133665857	NC_083854.1	+	3	1083	0	0	0	GeneID:133665857			ncRNA	LOC133665857	lncRNA			uncharacterized LOC133665857		lnc_RNA
XR_003697534.2	LOC107997070	NC_083854.1	+	32	5983	0	0	0	GeneID:107997070			misc_RNA	LOC107997070	protein_coding					transcript
XM_062073400.1	LOC107997070	NC_083854.1	+	35	18775	6411	441	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929384.1	mRNA
XM_062073411.1	LOC107997070	NC_083854.1	+	33	6455	5853	440	162	GeneID:107997070			mRNA	LOC107997070	protein_coding				XP_061929395.1	mRNA
XM_062073399.1	LOC107997070	NC_083854.1	+	35	18769	6411	435	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929383.1	mRNA
XM_062073398.1	LOC107997070	NC_083854.1	+	35	18772	6414	435	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929382.1	mRNA
XM_062073403.1	LOC107997070	NC_083854.1	+	34	18724	6366	435	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929387.1	mRNA
XM_062073397.1	LOC107997070	NC_083854.1	+	35	18770	6414	433	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929381.1	mRNA
XM_062073405.1	LOC107997070	NC_083854.1	+	34	18656	6303	430	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929389.1	mRNA
XM_062073406.1	LOC107997070	NC_083854.1	+	33	18608	6255	430	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929390.1	mRNA
XM_017055435.3	LOC107997070	NC_083854.1	+	35	18765	6414	428	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_016910924.1	mRNA
XM_062073402.1	LOC107997070	NC_083854.1	+	34	18717	6366	428	11923	GeneID:107997070		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997070	protein_coding				XP_061929386.1	mRNA
